deckid,deckname,user,patch_type,archetype,createddate,lastupdatedate,scrapeddate,deltadays_createdlastupdate,deltadays_createdscraped,deltadays_lastupdatedscraped,hero,deck_type,craft_cost,cards,nbr_cards,count_positiverating,count_negativerating,count_totalrating,url,count_cards_mana0,count_cards_mana1,count_cards_mana2,count_cards_mana3,count_cards_mana4,count_cards_mana5,count_cards_mana6,count_cards_mana7+,format,count_minions,count_spells,count_weapons,is_gooddeck
1251174.0,New Patron Warrior,LegacYFalmIR,Level Up Nerf,Patron Warrior,2019-04-05 00:00:00.000000,2019-04-05 00:00:00.000000,2019-11-23 20:03:33.449872,0.0,232,232,warrior,Ranked Deck,8060.0,"[69, 69, 161, 297, 328, 493, 644, 664, 664, 14435, 14435, 33166, 35209, 61815, 62853, 62898, 62927, 89344, 89369, 89374, 89930, 90211, 90558, 90558, 90575, 90623, 90634, 90634, 90659, 90659]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1251174,0.0,4.0,6.0,6.0,4.0,4.0,0,6.0,Wild,15.0,12.0,2.0,1
916650.0,Renounce Darkness Demonlock,MDroogie,Frozen Throne,Control Warlock,2017-08-24 00:00:00.000000,2017-08-23 00:00:00.000000,2019-11-21 14:02:28.453206,-1.0,819,820,warlock,Ranked Deck,11840.0,"[43, 122, 122, 131, 131, 340, 340, 525, 573, 573, 602, 647, 647, 33136, 33136, 33168, 49646, 49646, 49691, 49691, 55451, 62840, 62840, 62883, 62903, 62903, 62922, 62928, 62928, 62934]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/916650,0.0,5.0,7.0,2.0,2.0,4.0,5,5.0,Wild,16.0,13.0,0.0,1
335523.0,"S18 - Cheap ""Heal"" Priest",ShadowScalibur,TGT Launch,Unknown,2015-09-21 00:00:00.000000,2015-09-21 00:00:00.000000,2019-11-18 07:00:17.263824,0.0,1519,1519,priest,Ranked Deck,2900.0,"[38, 38, 232, 232, 280, 280, 315, 315, 401, 409, 409, 431, 431, 457, 547, 600, 600, 602, 12174, 12174, 12191, 12191, 12197, 12197, 12227, 12301, 22287, 22287, 22290, 22290]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/335523,2.0,6.0,4.0,3.0,6.0,4.0,4,1.0,Wild,16.0,14.0,0.0,1
1002951.0,i am the hemet of magic,nuffkins,Kobolds Patch,Malygos Druid,2017-12-14 00:00:00.000000,2017-12-16 00:00:00.000000,2019-11-22 01:13:52.851358,2.0,708,706,druid,Ranked Deck,12720.0,"[120, 241, 282, 282, 450, 619, 619, 620, 620, 633, 633, 22325, 22329, 22329, 22383, 35210, 35210, 49628, 49703, 49703, 55508, 62841, 62841, 62879, 62879, 62904, 76870, 76870, 76947, 76972]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1002951,2.0,2.0,4.0,6.0,4.0,3.0,3,6.0,Wild,7.0,22.0,0.0,1
1273611.0,Basic Warlock Baron Geddon,IgorDS1989,Rise of Shadows,Zoolock,2019-04-30 00:00:00.000000,2019-04-30 00:00:00.000000,2019-11-23 23:14:03.632831,0.0,207,207,warlock,PvE Adventure,0.0,"[36, 36, 43, 43, 47, 47, 84, 84, 208, 208, 310, 310, 332, 332, 340, 340, 356, 356, 357, 357, 410, 410, 434, 434, 472, 472, 604, 604, 647, 647]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1273611,0.0,8.0,4.0,8.0,2.0,4.0,2,2.0,Standard,24.0,6.0,0.0,1
805425.0,zoo,Jking,Un'Goro Launch,Zoolock,2017-04-12 00:00:00.000000,2017-04-12 00:00:00.000000,2019-11-20 23:30:13.382810,0.0,952,952,warlock,Tournament,1260.0,"[74, 74, 85, 85, 174, 174, 305, 305, 340, 340, 422, 422, 473, 473, 507, 507, 529, 529, 542, 542, 560, 577, 577, 33171, 33171, 35217, 35224, 35224, 55510, 55510]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/805425,1.0,12.0,6.0,4.0,4.0,2.0,1,0.0,Wild,27.0,3.0,0.0,1
479242.0,WoG - Midrange Shaman,Spiritmong3r,Explorers,Unknown,2016-04-21 00:00:00.000000,2016-04-21 00:00:00.000000,2019-11-19 08:57:37.942242,0.0,1307,1307,shaman,Ranked Deck,3820.0,"[77, 214, 270, 270, 280, 280, 636, 636, 676, 676, 14440, 14440, 22265, 22265, 22270, 22270, 22319, 27246, 27246, 33131, 33159, 33159, 33160, 33160, 35226, 35226, 35231, 35231, 35232, 35232]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/479242,0.0,5.0,7.0,7.0,4.0,3.0,4,0.0,Wild,19.0,11.0,0.0,1
645868.0,Tespa Week 1 Deck 3,Firestarter213,Yogg Nerf,Control Warrior,2016-10-04 00:00:00.000000,2016-10-04 00:00:00.000000,2019-11-20 04:17:25.832894,0.0,1142,1142,warrior,Ranked Deck,11000.0,"[33, 50, 50, 215, 215, 227, 227, 280, 280, 297, 297, 493, 493, 498, 632, 632, 14447, 14447, 22276, 22333, 22333, 22351, 22351, 22353, 33134, 33161, 33161, 35205, 42029, 42029]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/645868,0.0,2.0,8.0,4.0,3.0,6.0,5,2.0,Wild,18.0,10.0,2.0,1
1299950.0,Test 123,user-100052937,Saviors of Uldum,Highlander Warlock,2019-08-08 00:00:00.000000,2019-08-08 00:00:00.000000,2019-11-24 02:26:21.331947,0.0,108,108,warlock,Ranked Deck,11640.0,"[43, 74, 122, 327, 398, 467, 557, 573, 647, 7733, 12252, 12294, 12299, 14443, 14463, 27214, 27228, 49622, 49646, 55529, 62840, 62903, 62934, 76913, 76925, 76926, 89359, 90621, 90723, 90825]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1299950,0.0,3.0,7.0,7.0,4.0,1.0,2,6.0,Wild,20.0,9.0,0.0,1
1039091.0,Armor Warrior,HydraWitcher,Patches Nerf,Taunt Warrior,2018-02-17 00:00:00.000000,2018-02-16 00:00:00.000000,2019-11-22 05:12:52.997524,-1.0,643,644,warrior,Ranked Deck,8400.0,"[50, 50, 161, 161, 215, 227, 227, 297, 428, 428, 493, 493, 664, 49746, 49746, 55501, 55517, 55517, 55529, 55529, 61815, 61815, 62842, 62883, 62927, 76929, 76935, 76935, 76944, 76944]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1039091,0.0,4.0,11.0,6.0,2.0,1.0,3,3.0,Wild,11.0,16.0,2.0,1
207073.0,Cheap shit,user-12508657,Undertaker Nerf,Unknown,2015-03-10 00:00:00.000000,2015-03-10 00:00:00.000000,2019-11-17 01:27:37.057002,0.0,1713,1713,hunter,None,41600.0,"[18, 33, 39, 179, 194, 203, 241, 251, 285, 303, 396, 432, 474, 495, 498, 503, 539, 674, 7742, 7744, 7747, 12182, 12187, 12196, 12217, 12225, 12232, 12272, 12282, 12287]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/207073,0.0,0.0,0.0,0.0,0.0,2.0,11,17.0,Wild,30.0,0.0,0.0,1
267084.0,Slow death,user-12198732,Blackrock Launch,Unknown,2015-06-27 00:00:00.000000,2015-06-27 00:00:00.000000,2019-11-17 08:10:19.315439,0.0,1604,1604,hunter,Ranked Deck,6400.0,"[8, 8, 33, 99, 99, 317, 317, 363, 363, 395, 395, 488, 488, 577, 577, 578, 578, 7741, 7741, 7746, 7748, 7748, 7749, 7749, 12182, 12187, 12191, 12191, 12238, 12238]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/267084,0.0,4.0,8.0,8.0,2.0,3.0,3,2.0,Wild,18.0,10.0,2.0,1
1187763.0,Quest,WoXiHuanPiGu,Boomsday,Quest Rogue,2018-10-07 00:00:00.000000,2018-10-07 00:00:00.000000,2019-11-23 12:59:49.774335,0.0,412,412,rogue,Ranked Deck,8180.0,"[76, 103, 103, 247, 247, 364, 364, 378, 378, 435, 435, 550, 550, 658, 658, 55481, 55483, 55485, 55485, 62876, 76880, 76907, 76946, 76946, 77009, 77009, 89444, 89444, 89838, 89838]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1187763,4.0,8.0,6.0,5.0,2.0,2.0,2,1.0,Standard,19.0,10.0,0.0,1
662181.0,cthun mage,BuildBruh,Yogg Nerf,Tempo Mage,2016-11-04 00:00:00.000000,2016-11-03 00:00:00.000000,2019-11-20 06:05:57.542273,-1.0,1111,1112,mage,Ranked Deck,800.0,"[4, 4, 44, 177, 177, 263, 263, 274, 274, 280, 280, 489, 489, 522, 522, 589, 589, 595, 595, 31110, 31112, 31112, 31114, 31114, 33123, 33123, 33178, 33178, 35196, 35196]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/662181,0.0,4.0,6.0,6.0,8.0,2.0,2,2.0,Wild,19.0,11.0,0.0,1
716056.0,FearsGT Midrange Jade Shaman,FearsGT,Gadgetzan,Midrange Shaman,2017-01-06 00:00:00.000000,2017-01-06 00:00:00.000000,2019-11-20 12:57:11.114289,0.0,1048,1048,shaman,Ranked Deck,1880.0,"[10, 10, 214, 214, 270, 270, 280, 280, 390, 390, 613, 676, 676, 22265, 22265, 27246, 27246, 33159, 33159, 42045, 42045, 49707, 49707, 49708, 49708, 49719, 49720, 49720, 49724, 49724]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/716056,0.0,4.0,8.0,7.0,5.0,2.0,2,2.0,Wild,16.0,12.0,2.0,1
464777.0,rush drid,user-6674354,Explorers,Unknown,2016-04-02 00:00:00.000000,2016-04-02 00:00:00.000000,2019-11-19 07:25:38.300888,0.0,1326,1326,druid,Ranked Deck,4380.0,"[165, 237, 237, 329, 329, 422, 422, 459, 459, 513, 548, 548, 587, 587, 620, 620, 12182, 12191, 12191, 12264, 12264, 22293, 22301, 22301, 22303, 22303, 22307, 22307, 22329, 22329]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/464777,2.0,3.0,7.0,4.0,7.0,4.0,2,1.0,Wild,19.0,11.0,0.0,1
286638.0,Divinity,Arananthi,Blackrock Launch,Unknown,2015-08-08 00:00:00.000000,2015-08-08 00:00:00.000000,2019-11-17 12:34:08.289800,0.0,1562,1562,paladin,Theorycraft,6440.0,"[23, 23, 29, 75, 75, 100, 100, 260, 260, 293, 293, 391, 394, 394, 395, 395, 463, 463, 473, 473, 499, 499, 657, 12257, 12257, 14453, 22295, 22296, 22301, 22301]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/286638,0.0,9.0,4.0,8.0,5.0,1.0,2,1.0,Wild,17.0,11.0,2.0,1
484601.0,Démoniste C'Thun Ormendo,user-24544999,Explorers,Unknown,2016-04-22 00:00:00.000000,2016-04-22 00:00:00.000000,2019-11-19 09:31:57.363956,0.0,1306,1306,warlock,None,7240.0,"[33, 43, 74, 122, 247, 360, 372, 398, 467, 542, 557, 573, 673, 14443, 14454, 27214, 27228, 27243, 31110, 31112, 31114, 33123, 33129, 33154, 33169, 35196, 35201, 35211, 35217, 35242]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/484601,1.0,1.0,6.0,6.0,5.0,1.0,5,5.0,Wild,22.0,8.0,0.0,1
473440.0,Mid-Range Hunter,user-24272171,Explorers,Unknown,2016-04-14 00:00:00.000000,2016-04-14 00:00:00.000000,2019-11-19 08:20:38.395269,0.0,1314,1314,hunter,Ranked Deck,2880.0,"[8, 8, 22, 99, 210, 225, 225, 317, 317, 363, 363, 422, 422, 488, 488, 500, 578, 578, 7741, 7741, 7746, 7748, 7748, 7756, 7756, 12182, 12191, 12191, 14459, 22364]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/473440,1.0,2.0,11.0,8.0,4.0,1.0,2,1.0,Wild,17.0,11.0,2.0,1
99406.0,Tobogon's Secret Deathrattle,Tobogon,Un'Goro Launch,Unknown,2014-09-05 00:00:00.000000,2017-04-29 00:00:00.000000,2019-11-16 13:11:41.685225,967.0,1898,931,mage,None,4520.0,"[28, 44, 125, 177, 177, 263, 263, 395, 395, 411, 411, 483, 489, 522, 522, 531, 531, 569, 569, 672, 672, 7732, 7737, 7737, 7748, 7748, 7749, 7749, 33134, 42031]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/99406,0.0,5.0,6.0,11.0,3.0,3.0,0,2.0,Wild,16.0,14.0,0.0,1
407131.0,Randuin 1.0 (R = Reno),user-21209647,Explorers,Unknown,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,2019-11-19 01:05:41.236740,0.0,1418,1418,priest,Ranked Deck,8240.0,"[33, 62, 73, 74, 147, 245, 247, 315, 326, 368, 409, 431, 442, 539, 547, 600, 656, 671, 7749, 12174, 12191, 12193, 12197, 12227, 12301, 22276, 27228, 27238, 27242, 27250]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/407131,0.0,3.0,5.0,6.0,4.0,5.0,6,1.0,Wild,19.0,11.0,0.0,1
1008595.0,Kazakus Rin,Pjetar,Kobolds Patch,Renolock,2017-12-21 00:00:00.000000,2017-12-21 00:00:00.000000,2019-11-22 01:51:01.519709,0.0,701,701,warlock,Ranked Deck,19300.0,"[122, 264, 360, 398, 482, 503, 507, 542, 573, 7749, 12227, 14454, 27214, 27228, 27243, 33133, 42036, 49622, 49646, 49691, 49741, 49744, 55488, 62840, 62883, 62903, 62934, 73326, 76913, 77010]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1008595,0.0,1.0,2.0,2.0,7.0,4.0,5,9.0,Wild,24.0,5.0,0.0,1
816371.0,Rogue Murloc,shannonbrooke,Un'Goro Launch,Mill Rogue,2017-04-21 00:00:00.000000,2017-04-21 00:00:00.000000,2019-11-21 00:42:21.288951,0.0,944,944,rogue,Ranked Deck,4320.0,"[88, 92, 222, 222, 289, 357, 382, 382, 385, 385, 420, 420, 424, 433, 510, 510, 568, 658, 35219, 35219, 35228, 35228, 49632, 52595, 52595, 55471, 55471, 55483, 55574, 55588]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/816371,0.0,5.0,9.0,8.0,2.0,3.0,3,0.0,Wild,20.0,9.0,1.0,1
634997.0,Easy tavern brawl pack (Mill Druid),wizzfizzer,Karazhan,Unknown,2016-09-14 00:00:00.000000,2016-09-14 00:00:00.000000,2019-11-20 03:05:15.102692,0.0,1162,1162,druid,Tavern Brawl,240.0,"[88, 154, 12273]",3.0,0.0,0,0.0,https://www.hearthpwn.com/decks/634997,0.0,1.0,0.0,2.0,0.0,0.0,0,0.0,Wild,2.0,1.0,0.0,0
338485.0,[S18] top 100 legend RUMp druid,Mircurialx,TGT Launch,Unknown,2015-09-27 00:00:00.000000,2015-09-27 00:00:00.000000,2019-11-18 07:21:29.320517,0.0,1513,1513,druid,Ranked Deck,7460.0,"[33, 34, 34, 73, 242, 242, 282, 282, 326, 368, 459, 459, 548, 548, 587, 587, 602, 620, 620, 633, 633, 7730, 7730, 7742, 7749, 7749, 12182, 14454, 22303, 22303]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/338485,2.0,0.0,6.0,4.0,5.0,5.0,2,6.0,Wild,22.0,8.0,0.0,1
1281600.0,Practicing Decision Making,4FunPlayer,Rise of the Mech,Miracle Rogue,2019-06-02 00:00:00.000000,2019-06-08 00:00:00.000000,2019-11-24 00:09:37.687584,6.0,175,169,rogue,Ranked Deck,6680.0,"[3, 90, 90, 164, 364, 364, 382, 382, 385, 385, 471, 471, 550, 89422, 89423, 89423, 89803, 90142, 90142, 90294, 90549, 90549, 90553, 90553, 90565, 90565, 90578, 90578, 90581, 90581]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1281600,5.0,4.0,8.0,5.0,4.0,1.0,0,3.0,Standard,11.0,19.0,0.0,1
853139.0,META CRUSHER,GOLF_KZN,Un'Goro Launch,Midrange Hunter,2017-06-22 00:00:00.000000,2017-06-22 00:00:00.000000,2019-11-21 07:09:07.506607,0.0,882,882,hunter,Ranked Deck,2800.0,"[8, 8, 42, 162, 162, 225, 225, 279, 279, 317, 363, 363, 488, 488, 578, 578, 630, 630, 660, 660, 49681, 49681, 49745, 49745, 55453, 55453, 55500, 55500, 55528, 55528]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/853139,0.0,6.0,8.0,9.0,3.0,2.0,2,0.0,Wild,21.0,7.0,2.0,1
995022.0,Tiger Mage Pre Kobolds,Tigergurke,Kobolds Patch,Burn Mage,2017-12-09 00:00:00.000000,2017-12-09 00:00:00.000000,2019-11-22 00:22:05.248251,0.0,713,713,mage,None,7620.0,"[28, 44, 125, 125, 177, 177, 263, 263, 274, 276, 489, 489, 496, 522, 522, 525, 531, 595, 42025, 42025, 42028, 42031, 42036, 42048, 42048, 42049, 42049, 55450, 55450, 55558]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/995022,0.0,3.0,7.0,4.0,6.0,1.0,2,7.0,Wild,15.0,15.0,0.0,1
1049171.0,678909876,Liam_,Patches Nerf,Control Paladin,2018-03-14 00:00:00.000000,2018-03-14 00:00:00.000000,2019-11-22 07:10:42.000293,0.0,618,618,paladin,Ranked Deck,1100.0,"[23, 29, 29, 158, 191, 191, 250, 260, 260, 293, 293, 350, 350, 383, 394, 475, 475, 62855, 62855, 62864, 62864, 62930, 62930, 76886, 76892, 76892, 76995, 76995, 77002, 77002]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1049171,0.0,5.0,5.0,6.0,10.0,4.0,0,0.0,Standard,17.0,9.0,4.0,1
1103844.0,Even Paladin,Control,Witchwood,Even Paladin,2018-04-26 00:00:00.000000,2018-04-26 00:00:00.000000,2019-11-22 13:07:28.324150,0.0,575,575,paladin,Ranked Deck,7000.0,"[29, 29, 42, 42, 74, 74, 142, 260, 260, 293, 293, 305, 305, 383, 383, 395, 395, 422, 422, 641, 641, 55462, 62901, 62901, 62922, 76919, 76919, 89336, 89444, 89444]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1103844,0.0,0.0,14.0,0.0,12.0,0.0,3,1.0,Standard,19.0,9.0,2.0,1
1282843.0,Conquista,FelixFranca,Rise of the Mech,Mecha'thun Priest,2019-06-05 00:00:00.000000,2019-06-04 00:00:00.000000,2019-11-24 00:18:15.020696,-1.0,172,173,priest,Ranked Deck,16600.0,"[474, 7737, 7737, 12182, 12288, 14456, 22374, 22374, 27225, 27225, 31121, 33137, 33177, 42035, 42035, 42061, 42061, 49758, 55451, 61811, 61811, 62839, 62922, 76864, 76864, 89353, 89353, 89877, 90169, 90190]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1282843,4.0,5.0,2.0,5.0,5.0,1.0,0,8.0,Wild,28.0,2.0,0.0,1
421229.0,Miniature Miracle Rouge [Tavern Brawl],thewronggg,Explorers,Unknown,2016-01-27 00:00:00.000000,2016-01-27 00:00:00.000000,2019-11-19 02:41:11.444007,0.0,1392,1392,rogue,Tavern Brawl,3240.0,"[87, 87, 90, 131, 131, 164, 164, 205, 205, 241, 244, 244, 284, 284, 364, 364, 378, 378, 382, 382, 385, 385, 471, 471, 550, 550, 14462, 14462, 22321, 22321]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/421229,6.0,6.0,10.0,4.0,0.0,0.0,2,2.0,Wild,3.0,27.0,0.0,1
328249.0,Control Dragons,Bonfire,TGT Launch,Unknown,2015-09-09 00:00:00.000000,2015-09-09 00:00:00.000000,2019-11-18 06:08:11.515068,0.0,1531,1531,warrior,Ranked Deck,12960.0,"[33, 50, 215, 215, 227, 227, 297, 297, 303, 493, 493, 495, 503, 632, 632, 7734, 12182, 12215, 12215, 14447, 14447, 14448, 14451, 14454, 22276, 22309, 22309, 22333, 22333, 22353]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/328249,0.0,3.0,6.0,4.0,1.0,4.0,5,7.0,Wild,16.0,11.0,3.0,1
202049.0,Fun and innovative Mech Mage (Legendary),user-19179745,Undertaker Nerf,Unknown,2015-02-27 00:00:00.000000,2015-02-26 00:00:00.000000,2019-11-17 00:54:10.465471,-1.0,1724,1725,mage,Ranked Deck,6240.0,"[177, 177, 263, 263, 522, 522, 569, 569, 602, 7748, 7748, 12178, 12179, 12179, 12181, 12181, 12182, 12183, 12188, 12188, 12191, 12191, 12195, 12195, 12200, 12202, 12216, 12230, 12230, 12250]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/202049,0.0,5.0,11.0,4.0,7.0,2.0,0,1.0,Wild,23.0,7.0,0.0,1
912625.0,Aggro Token Drood (Surprise your opponent),ma23ck,Frozen Throne,Token Druid,2017-08-20 00:00:00.000000,2017-08-20 00:00:00.000000,2019-11-21 13:36:07.110887,0.0,823,823,druid,Ranked Deck,4780.0,"[165, 165, 329, 329, 453, 453, 548, 548, 620, 660, 33151, 33151, 42024, 42024, 49624, 49642, 49642, 55453, 55466, 55466, 55491, 55491, 55570, 55570, 55584, 55584, 62860, 62860, 62905, 62905]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/912625,2.0,10.0,7.0,6.0,1.0,4.0,0,0.0,Wild,17.0,13.0,0.0,1
823758.0,for test #3,Vally_Wake,Un'Goro Launch,Quest Rogue,2017-04-30 00:00:00.000000,2017-04-30 00:00:00.000000,2019-11-21 01:31:15.603246,0.0,935,935,rogue,Ranked Deck,5760.0,"[76, 76, 103, 103, 247, 247, 364, 364, 435, 435, 471, 550, 550, 658, 660, 660, 35219, 35219, 49624, 49722, 49722, 55466, 55466, 55481, 55483, 55483, 55485, 55485, 55559, 55559]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/823758,5.0,12.0,8.0,4.0,0.0,0.0,1,0.0,Wild,21.0,9.0,0.0,1
316929.0,Crown paladin,user-11030978,TGT Launch,Unknown,2015-08-28 00:00:00.000000,2015-08-28 00:00:00.000000,2019-11-18 03:43:19.257830,0.0,1543,1543,paladin,Ranked Deck,2760.0,"[75, 75, 158, 158, 260, 260, 293, 293, 383, 386, 386, 473, 473, 513, 513, 581, 581, 657, 657, 7729, 7729, 12223, 12223, 12257, 12257, 22335, 22335, 22363, 22394, 22394]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/316929,0.0,11.0,5.0,8.0,4.0,0.0,2,0.0,Wild,14.0,14.0,2.0,1
512731.0,Nzoth Yogg,user-12223314,Old Gods,Unknown,2016-04-28 00:00:00.000000,2016-04-28 00:00:00.000000,2019-11-19 12:37:22.431050,0.0,1300,1300,rogue,Theorycraft,13620.0,"[3, 33, 87, 87, 90, 286, 286, 364, 364, 382, 382, 395, 471, 471, 525, 22321, 22324, 22397, 22397, 27220, 27220, 27229, 27229, 33134, 33135, 33135, 33139, 33168, 35194, 35194]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/512731,4.0,4.0,6.0,8.0,3.0,0.0,1,4.0,Wild,16.0,14.0,0.0,1
405859.0,"""AF"" +60% Winrate - Deathrattle Hunter !",amirfarbod,Explorers,Unknown,2015-12-30 00:00:00.000000,2016-02-17 00:00:00.000000,2019-11-19 00:57:28.513044,49.0,1420,1371,hunter,Ranked Deck,3020.0,"[8, 22, 239, 317, 344, 395, 407, 488, 500, 542, 577, 578, 7738, 7740, 7741, 7748, 7749, 7756, 12175, 12182, 12191, 12238, 12267, 14459, 22384, 27209, 27215, 27223, 27228, 27241]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/405859,1.0,3.0,10.0,5.0,4.0,2.0,4,1.0,Wild,18.0,11.0,1.0,1
477919.0,TEMPO STONE MAGE,user-23563775,Explorers,Unknown,2016-04-20 00:00:00.000000,2016-04-20 00:00:00.000000,2019-11-19 08:49:03.627368,0.0,1308,1308,mage,Ranked Deck,880.0,"[4, 4, 30, 30, 177, 177, 263, 263, 280, 368, 422, 489, 489, 522, 522, 531, 569, 589, 589, 12178, 12178, 12192, 12192, 14445, 14445, 27216, 27239, 27239, 27249, 27249]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/477919,0.0,6.0,9.0,8.0,2.0,5.0,0,0.0,Wild,13.0,17.0,0.0,1
736109.0,[70% WR] Pirogue,Ajforce,Gadgetzan,Pirate Rogue,2017-02-19 00:00:00.000000,2017-02-19 00:00:00.000000,2019-11-20 15:11:40.154268,0.0,1004,1004,rogue,Ranked Deck,8440.0,"[3, 92, 92, 103, 103, 280, 280, 286, 286, 324, 324, 382, 382, 471, 471, 473, 550, 550, 674, 22301, 22301, 22347, 27229, 27229, 42046, 42046, 49624, 49657, 49759, 49759]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/736109,4.0,11.0,2.0,8.0,2.0,3.0,0,0.0,Wild,22.0,8.0,0.0,1
339505.0,[S19] RiotViolence's Control the Dragons,user-18210808,TGT Launch,Unknown,2015-09-28 00:00:00.000000,2015-10-01 00:00:00.000000,2019-11-18 07:28:45.671727,3.0,1512,1509,rogue,None,5820.0,"[87, 87, 90, 280, 280, 286, 286, 364, 364, 378, 378, 382, 382, 385, 471, 471, 495, 7746, 12227, 12236, 14434, 14437, 14447, 14447, 14448, 14451, 22321, 22351, 22351, 22353]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/339505,4.0,2.0,3.0,6.0,3.0,7.0,0,5.0,Wild,16.0,14.0,0.0,1
229111.0,miracle,user-15081111,Blackrock Launch,Unknown,2015-04-13 00:00:00.000000,2015-04-13 00:00:00.000000,2019-11-17 03:52:59.000521,0.0,1679,1679,rogue,None,6480.0,"[3, 87, 87, 90, 90, 205, 241, 244, 244, 280, 280, 286, 286, 364, 364, 378, 382, 382, 385, 385, 471, 471, 525, 557, 557, 7746, 12191, 12191, 12276, 14454]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/229111,4.0,3.0,7.0,6.0,3.0,3.0,1,3.0,Wild,13.0,17.0,0.0,1
363032.0,Zultanite Midrange Secret,Zultanite,Explorers,Unknown,2015-11-09 00:00:00.000000,2015-11-22 00:00:00.000000,2019-11-18 10:14:56.771057,13.0,1470,1457,paladin,Ranked Deck,5420.0,"[29, 29, 158, 158, 260, 293, 391, 422, 422, 483, 483, 642, 657, 7729, 7729, 7749, 7749, 7756, 7756, 12182, 12191, 12191, 12223, 12223, 12228, 12257, 12257, 22363, 22394, 22394]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/363032,0.0,9.0,6.0,3.0,6.0,2.0,2,2.0,Wild,16.0,12.0,2.0,1
1175092.0,Tokens,julsanro,Boomsday,Token Druid,2018-08-24 00:00:00.000000,2018-08-23 00:00:00.000000,2019-11-22 20:54:44.971827,-1.0,455,456,druid,Ranked Deck,5880.0,"[120, 120, 165, 165, 282, 282, 311, 311, 329, 329, 523, 523, 620, 620, 62841, 62841, 62879, 62879, 62904, 73327, 73327, 76870, 76870, 76910, 76910, 76965, 76966, 76966, 89349, 89349]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/1175092,0.0,2.0,4.0,2.0,13.0,4.0,2,3.0,Standard,5.0,24.0,0.0,1
375038.0,Ssshhhhh!!!!!,Infamousjohn42,Explorers,Unknown,2015-11-20 00:00:00.000000,2015-11-24 00:00:00.000000,2019-11-18 11:48:30.053313,4.0,1459,1455,mage,Ranked Deck,2200.0,"[44, 177, 177, 263, 263, 274, 274, 280, 280, 489, 489, 503, 522, 522, 569, 569, 589, 589, 595, 595, 7732, 7732, 7748, 7748, 12178, 12178, 12192, 14445, 14445, 14454]",30.0,0.0,0,0.0,https://www.hearthpwn.com/decks/375038,0.0,4.0,7.0,8.0,6.0,2.0,1,2.0,Wild,12.0,18.0,0.0,1
